Date,Open,High,Low,Close,Adj Close,Volume
2021-12-31,2910.879883,2927.300049,2893.550049,2893.590088,2893.590088,864900
2022-01-03,2889.510010,2911.000000,2870.050049,2901.489990,2901.489990,1260700
2022-01-04,2911.010010,2932.199951,2876.322998,2888.330078,2888.330078,1146400
2022-01-05,2883.620117,2885.959961,2750.469971,2753.070068,2753.070068,2482100
2022-01-06,2749.949951,2793.719971,2735.270020,2751.020020,2751.020020,1452500
2022-01-07,2758.100098,2765.094971,2715.780029,2740.090088,2740.090088,970400
2022-01-10,2701.979980,2772.800049,2662.810059,2771.479980,2771.479980,1704800
2022-01-11,2763.610107,2806.590088,2736.270020,2800.350098,2800.350098,1175100
2022-01-12,2831.090088,2856.284912,2822.239990,2832.959961,2832.959961,1182100
2022-01-13,2836.810059,2863.709961,2778.280029,2782.620117,2782.620117,1328300
2022-01-14,2750.000000,2824.010010,2750.000000,2795.729980,2795.729980,1191300
2022-01-18,2732.000000,2747.830078,2712.340088,2725.810059,2725.810059,1369100
2022-01-19,2738.770020,2767.989990,2710.000000,2713.040039,2713.040039,1039800
2022-01-20,2730.280029,2758.239990,2662.889893,2670.129883,2670.129883,1096500
2022-01-21,2660.239990,2695.209961,2600.020020,2601.840088,2601.840088,2096000
2022-01-24,2520.550049,2615.570068,2492.839111,2607.439941,2607.439941,2757400
2022-01-25,2568.709961,2586.770020,2527.560059,2534.709961,2534.709961,1800400
2022-01-26,2611.850098,2656.149902,2543.070068,2584.800049,2584.800049,1981500
2022-01-27,2627.219971,2652.198975,2578.899902,2582.419922,2582.419922,1512400
2022-01-28,2600.000000,2667.409912,2573.889893,2665.790039,2665.790039,1525900
2022-01-31,2683.959961,2716.870117,2645.479980,2713.969971,2713.969971,1702800
2022-02-01,2756.699951,2764.000000,2691.364990,2757.570068,2757.570068,2560200
2022-02-02,3037.270020,3042.000000,2911.149902,2960.729980,2960.729980,4487500
2022-02-03,2905.899902,2982.354004,2844.100098,2853.010010,2853.010010,2846500
2022-02-04,2860.340088,2890.705078,2796.350098,2860.320068,2860.320068,2461200
2022-02-07,2874.179932,2876.929932,2773.979980,2778.760010,2778.760010,2230500
2022-02-08,2779.824951,2796.741943,2737.459961,2784.260010,2784.260010,1712800
2022-02-09,2816.995117,2843.510010,2807.540039,2829.060059,2829.060059,1431400
2022-02-10,2790.000000,2828.620117,2761.000000,2772.050049,2772.050049,1650900
2022-02-11,2775.000000,2785.665039,2665.770020,2682.600098,2682.600098,1940400
2022-02-14,2667.310059,2723.330078,2666.040039,2706.000000,2706.000000,1339600
2022-02-15,2749.429932,2758.000000,2710.790039,2728.510010,2728.510010,1328900
2022-02-16,2728.610107,2758.919922,2696.472900,2749.750000,2749.750000,1280500
2022-02-17,2723.000000,2736.790039,2644.040039,2646.169922,2646.169922,1548400
2022-02-18,2660.750000,2676.479980,2606.141113,2609.350098,2609.350098,1592900
2022-02-22,2599.699951,2638.014893,2554.820068,2588.050049,2588.050049,1945300
2022-02-23,2621.570068,2634.979980,2550.070068,2551.699951,2551.699951,1321600
2022-02-24,2500.000000,2660.739990,2495.290039,2653.469971,2653.469971,2158300
2022-02-25,2670.510010,2707.780029,2635.300049,2690.389893,2690.389893,1311800
2022-02-28,2665.689941,2712.810059,2656.504883,2697.820068,2697.820068,1483800
2022-03-01,2689.600098,2722.219971,2667.570068,2683.360107,2683.360107,1232000
2022-03-02,2692.165039,2712.310059,2668.649902,2695.030029,2695.030029,1198300
2022-03-03,2719.570068,2734.275879,2668.620117,2686.159912,2686.159912,989000
2022-03-04,2667.649902,2683.979980,2608.169922,2642.439941,2642.439941,1222300
2022-03-07,2638.080078,2638.080078,2528.199951,2529.290039,2529.290039,1958900
2022-03-08,2525.010010,2624.929932,2517.215088,2545.570068,2545.570068,1762500
2022-03-09,2628.000000,2683.969971,2601.760010,2677.320068,2677.320068,1612900
2022-03-10,2629.250000,2670.770020,2628.020020,2653.639893,2653.639893,1213300
2022-03-11,2679.989990,2684.000000,2605.929932,2609.510010,2609.510010,1330000
2022-03-14,2611.459961,2620.520020,2528.260010,2534.820068,2534.820068,1512700
2022-03-15,2554.830078,2610.344971,2531.360107,2593.209961,2593.209961,1514600
2022-03-16,2620.000000,2675.419922,2584.020020,2673.810059,2673.810059,1602900
2022-03-17,2666.419922,2694.790039,2654.379883,2692.010010,2692.010010,1199700
2022-03-18,2677.679932,2738.270020,2658.639893,2736.030029,2736.030029,2295000
2022-03-21,2736.949951,2751.649902,2692.229980,2729.570068,2729.570068,1331600
2022-03-22,2730.000000,2830.000000,2730.000000,2805.550049,2805.550049,1488800
2022-03-23,2782.770020,2800.500000,2763.330078,2770.070068,2770.070068,1265100
2022-03-24,2785.449951,2827.929932,2760.788086,2826.239990,2826.239990,1027200
2022-03-25,2835.080078,2839.189941,2793.989990,2830.429932,2830.429932,963500
2022-03-28,2813.689941,2839.530029,2796.562988,2839.000000,2839.000000,1188700
2022-03-29,2863.209961,2883.250000,2849.679932,2865.000000,2865.000000,1433900
2022-03-30,2857.399902,2869.610107,2843.360107,2852.889893,2852.889893,1052300
2022-03-31,2848.969971,2852.889893,2792.379883,2792.989990,2792.989990,1475800
2022-04-01,2800.199951,2819.000000,2775.939941,2814.000000,2814.000000,1174000
2022-04-04,2816.489990,2880.875000,2816.489990,2872.850098,2872.850098,953800
2022-04-05,2867.989990,2871.800049,2818.870117,2821.260010,2821.260010,962800
2022-04-06,2783.229980,2796.969971,2728.362061,2743.520020,2743.520020,1178700
2022-04-07,2732.360107,2754.030029,2697.145020,2729.300049,2729.300049,972400
2022-04-08,2725.000000,2725.000000,2675.050049,2680.209961,2680.209961,821700
2022-04-11,2658.000000,2658.783936,2592.350098,2595.929932,2595.929932,1209400
2022-04-12,2648.469971,2648.469971,2551.520020,2567.489990,2567.489990,1150200
2022-04-13,2572.530029,2613.114990,2568.771973,2605.719971,2605.719971,977100
2022-04-14,2612.989990,2614.205078,2542.229980,2545.060059,2545.060059,1174200
2022-04-18,2548.199951,2574.239990,2531.569092,2559.219971,2559.219971,745900
2022-04-19,2561.540039,2618.074951,2549.030029,2610.620117,2610.620117,1136000
2022-04-20,2625.679932,2638.469971,2557.881104,2564.909912,2564.909912,1130500
2022-04-21,2587.000000,2606.149902,2493.000000,2498.750000,2498.750000,1507900
2022-04-22,2500.000000,2509.040039,2382.810059,2392.280029,2392.280029,2320500
2022-04-25,2388.590088,2465.560059,2375.385010,2465.000000,2465.000000,1726100
2022-04-26,2455.000000,2455.000000,2383.237061,2390.120117,2390.120117,2469700
2022-04-27,2287.459961,2350.000000,2262.485107,2300.409912,2300.409912,3111900
2022-04-28,2342.300049,2408.770020,2302.877930,2388.229980,2388.229980,1839500
2022-04-29,2351.560059,2379.199951,2293.879883,2299.330078,2299.330078,1684700
2022-05-02,2278.129883,2346.790039,2267.989990,2343.139893,2343.139893,1514000
2022-05-03,2335.300049,2386.000000,2332.540039,2362.590088,2362.590088,1060800
2022-05-04,2360.070068,2462.860107,2314.770020,2451.500000,2451.500000,1661600
2022-05-05,2404.409912,2424.665039,2303.649902,2334.929932,2334.929932,2154500
2022-05-06,2310.379883,2349.969971,2282.860107,2313.199951,2313.199951,1765500
2022-05-09,2266.070068,2311.258057,2251.030029,2261.679932,2261.679932,1726000
2022-05-10,2320.810059,2333.820068,2267.666016,2291.689941,2291.689941,1557900
2022-05-11,2274.209961,2333.419922,2273.000000,2279.219971,2279.219971,1825100
2022-05-12,2238.760010,2297.129883,2202.270020,2263.219971,2263.219971,2073200
2022-05-13,2296.909912,2361.699951,2280.000000,2330.310059,2330.310059,1486900
2022-05-16,2307.679932,2332.149902,2286.699951,2295.850098,2295.850098,1164100
2022-05-17,2344.550049,2344.550049,2306.750000,2334.030029,2334.030029,1078800
